,place,ym,gt_visit
2535,SCIENCE_LOCOMOTION_SHILDON,2007_04,15417.0
2536,SCIENCE_LOCOMOTION_SHILDON,2007_05,15064.0
2537,SCIENCE_LOCOMOTION_SHILDON,2007_06,9901.0
2538,SCIENCE_LOCOMOTION_SHILDON,2007_07,14485.0
2539,SCIENCE_LOCOMOTION_SHILDON,2007_08,23371.0
2540,SCIENCE_LOCOMOTION_SHILDON,2007_09,16337.0
2541,SCIENCE_LOCOMOTION_SHILDON,2007_10,14460.0
2542,SCIENCE_LOCOMOTION_SHILDON,2007_11,3433.0
2543,SCIENCE_LOCOMOTION_SHILDON,2007_12,9730.0
2544,SCIENCE_LOCOMOTION_SHILDON,2008_01,3889.0
2545,SCIENCE_LOCOMOTION_SHILDON,2008_02,9685.0
2546,SCIENCE_LOCOMOTION_SHILDON,2008_03,13505.0
2561,SCIENCE_SWINDON_(WROUGHTON),2007_04,433.0
2562,SCIENCE_SWINDON_(WROUGHTON),2007_05,3144.0
2563,SCIENCE_SWINDON_(WROUGHTON),2007_06,1188.0
2564,SCIENCE_SWINDON_(WROUGHTON),2007_07,1421.0
2565,SCIENCE_SWINDON_(WROUGHTON),2007_08,37500.0
2566,SCIENCE_SWINDON_(WROUGHTON),2007_09,4146.0
2567,SCIENCE_SWINDON_(WROUGHTON),2007_10,100.0
2568,SCIENCE_SWINDON_(WROUGHTON),2007_11,60.0
2569,SCIENCE_SWINDON_(WROUGHTON),2007_12,1300.0
2570,SCIENCE_SWINDON_(WROUGHTON),2008_01,210.0
2572,SCIENCE_SWINDON_(WROUGHTON),2008_03,173.0
2574,NATIONAL_PORTRAIT_GALLERY,2007_04,112839.0
2575,NATIONAL_PORTRAIT_GALLERY,2007_05,132335.0
2576,NATIONAL_PORTRAIT_GALLERY,2007_06,115701.0
2577,NATIONAL_PORTRAIT_GALLERY,2007_07,139595.0
2578,NATIONAL_PORTRAIT_GALLERY,2007_08,150499.0
2579,NATIONAL_PORTRAIT_GALLERY,2007_09,108060.0
2580,NATIONAL_PORTRAIT_GALLERY,2007_10,133057.0
2581,NATIONAL_PORTRAIT_GALLERY,2007_11,135824.0
2582,NATIONAL_PORTRAIT_GALLERY,2007_12,121932.0
2583,NATIONAL_PORTRAIT_GALLERY,2008_01,136375.0
2584,NATIONAL_PORTRAIT_GALLERY,2008_02,163280.0
2585,NATIONAL_PORTRAIT_GALLERY,2008_03,196183.0
2587,RA_TOTAL,2007_04,35339.0
2588,RA_TOTAL,2007_05,19326.0
2589,RA_TOTAL,2007_06,31354.0
2590,RA_TOTAL,2007_07,36748.0
2591,RA_TOTAL,2007_08,67222.0
2592,RA_TOTAL,2007_09,35762.0
2593,RA_TOTAL,2007_10,27448.0
2594,RA_TOTAL,2007_11,17522.0
2595,RA_TOTAL,2007_12,8937.0
2596,RA_TOTAL,2008_01,14872.0
2597,RA_TOTAL,2008_02,24390.0
2598,RA_TOTAL,2008_03,32634.0
2600,(RA)_LEEDS,2007_04,22692.0
2601,(RA)_LEEDS,2007_05,13953.0
2602,(RA)_LEEDS,2007_06,24271.0
2603,(RA)_LEEDS,2007_07,30018.0
2604,(RA)_LEEDS,2007_08,52161.0
2605,(RA)_LEEDS,2007_09,26346.0
2606,(RA)_LEEDS,2007_10,20640.0
2607,(RA)_LEEDS,2007_11,13736.0
2608,(RA)_LEEDS,2007_12,6392.0
2609,(RA)_LEEDS,2008_01,11965.0
2610,(RA)_LEEDS,2008_02,18801.0
2611,(RA)_LEEDS,2008_03,26649.0
2613,(RA)_FORT_NELSON,2007_04,12647.0
2614,(RA)_FORT_NELSON,2007_05,5373.0
2615,(RA)_FORT_NELSON,2007_06,7083.0
2616,(RA)_FORT_NELSON,2007_07,6730.0
2617,(RA)_FORT_NELSON,2007_08,15061.0
2618,(RA)_FORT_NELSON,2007_09,9416.0
2619,(RA)_FORT_NELSON,2007_10,6808.0
2620,(RA)_FORT_NELSON,2007_11,3786.0
2621,(RA)_FORT_NELSON,2007_12,2545.0
2622,(RA)_FORT_NELSON,2008_01,2907.0
2623,(RA)_FORT_NELSON,2008_02,5589.0
2624,(RA)_FORT_NELSON,2008_03,5985.0
2652,TATE_TOTAL,2007_04,684842.0
2653,TATE_TOTAL,2007_05,557464.0
2654,TATE_TOTAL,2007_06,576471.0
2655,TATE_TOTAL,2007_07,674884.0
2656,TATE_TOTAL,2007_08,740130.0
2657,TATE_TOTAL,2007_09,532849.0
2658,TATE_TOTAL,2007_10,780283.0
2659,TATE_TOTAL,2007_11,686494.0
2660,TATE_TOTAL,2007_12,558155.0
2661,TATE_TOTAL,2008_01,572863.0
2662,TATE_TOTAL,2008_02,641559.0
2663,TATE_TOTAL,2008_03,698835.0
2665,TATE_BRITAIN,2007_04,152384.0
2666,TATE_BRITAIN,2007_05,108264.0
2667,TATE_BRITAIN,2007_06,115782.0
2668,TATE_BRITAIN,2007_07,117993.0
2669,TATE_BRITAIN,2007_08,129129.0
2670,TATE_BRITAIN,2007_09,87065.0
2671,TATE_BRITAIN,2007_10,154457.0
2672,TATE_BRITAIN,2007_11,144865.0
2673,TATE_BRITAIN,2007_12,114046.0
2674,TATE_BRITAIN,2008_01,127872.0
2675,TATE_BRITAIN,2008_02,134969.0
2676,TATE_BRITAIN,2008_03,146421.0
2678,TATE_MODERN,2007_04,466406.0
2679,TATE_MODERN,2007_05,377818.0
2680,TATE_MODERN,2007_06,387742.0
2681,TATE_MODERN,2007_07,469704.0
2682,TATE_MODERN,2007_08,485799.0
2683,TATE_MODERN,2007_09,347411.0
2684,TATE_MODERN,2007_10,539989.0
2685,TATE_MODERN,2007_11,464193.0
2686,TATE_MODERN,2007_12,394312.0
2687,TATE_MODERN,2008_01,393408.0
2688,TATE_MODERN,2008_02,436752.0
2689,TATE_MODERN,2008_03,473168.0
2691,TATE_LIVERPOOL,2007_04,43839.0
2692,TATE_LIVERPOOL,2007_05,47801.0
2693,TATE_LIVERPOOL,2007_06,46210.0
2694,TATE_LIVERPOOL,2007_07,53317.0
2695,TATE_LIVERPOOL,2007_08,84524.0
2696,TATE_LIVERPOOL,2007_09,71174.0
2697,TATE_LIVERPOOL,2007_10,64239.0
2698,TATE_LIVERPOOL,2007_11,68988.0
2699,TATE_LIVERPOOL,2007_12,44002.0
2700,TATE_LIVERPOOL,2008_01,45152.0
2701,TATE_LIVERPOOL,2008_02,59205.0
2702,TATE_LIVERPOOL,2008_03,62436.0
2704,TATE_ST_IVES,2007_04,22213.0
2705,TATE_ST_IVES,2007_05,23581.0
2706,TATE_ST_IVES,2007_06,26737.0
2707,TATE_ST_IVES,2007_07,33870.0
2708,TATE_ST_IVES,2007_08,40678.0
2709,TATE_ST_IVES,2007_09,27199.0
2710,TATE_ST_IVES,2007_10,21598.0
2711,TATE_ST_IVES,2007_11,8448.0
2712,TATE_ST_IVES,2007_12,5795.0
2713,TATE_ST_IVES,2008_01,6431.0
2714,TATE_ST_IVES,2008_02,10633.0
2715,TATE_ST_IVES,2008_03,16810.0
2717,TYNE_&_WEAR_TOTAL,2007_04,128175.0
2718,TYNE_&_WEAR_TOTAL,2007_05,139848.0
2719,TYNE_&_WEAR_TOTAL,2007_06,124678.0
2720,TYNE_&_WEAR_TOTAL,2007_07,155518.0
2721,TYNE_&_WEAR_TOTAL,2007_08,214261.0
2722,TYNE_&_WEAR_TOTAL,2007_09,121598.0
2723,TYNE_&_WEAR_TOTAL,2007_10,135180.0
2724,TYNE_&_WEAR_TOTAL,2007_11,97604.0
2725,TYNE_&_WEAR_TOTAL,2007_12,77528.0
2726,TYNE_&_WEAR_TOTAL,2008_01,83052.0
2727,TYNE_&_WEAR_TOTAL,2008_02,118603.0
2728,TYNE_&_WEAR_TOTAL,2008_03,105992.0
2730,(T&W)_ARBEIA,2007_04,7233.0
2731,(T&W)_ARBEIA,2007_05,6978.0
2732,(T&W)_ARBEIA,2007_06,7943.0
2733,(T&W)_ARBEIA,2007_07,9905.0
2734,(T&W)_ARBEIA,2007_08,9888.0
2735,(T&W)_ARBEIA,2007_09,9415.0
2736,(T&W)_ARBEIA,2007_10,8955.0
2737,(T&W)_ARBEIA,2007_11,4927.0
2738,(T&W)_ARBEIA,2007_12,2182.0
2739,(T&W)_ARBEIA,2008_01,2398.0
2740,(T&W)_ARBEIA,2008_02,3792.0
2741,(T&W)_ARBEIA,2008_03,4972.0
2743,(T&W)_DISCOVERY,2007_04,33627.0
2744,(T&W)_DISCOVERY,2007_05,39391.0
2745,(T&W)_DISCOVERY,2007_06,35120.0
2746,(T&W)_DISCOVERY,2007_07,42392.0
2747,(T&W)_DISCOVERY,2007_08,60398.0
2748,(T&W)_DISCOVERY,2007_09,29561.0
2749,(T&W)_DISCOVERY,2007_10,37854.0
2750,(T&W)_DISCOVERY,2007_11,29265.0
2751,(T&W)_DISCOVERY,2007_12,20856.0
2752,(T&W)_DISCOVERY,2008_01,30394.0
2753,(T&W)_DISCOVERY,2008_02,44452.0
2754,(T&W)_DISCOVERY,2008_03,36554.0
2782,(T&W)_LAING,2007_04,17636.0
2783,(T&W)_LAING,2007_05,25950.0
2784,(T&W)_LAING,2007_06,23630.0
2785,(T&W)_LAING,2007_07,23485.0
2786,(T&W)_LAING,2007_08,20558.0
2787,(T&W)_LAING,2007_09,19078.0
2788,(T&W)_LAING,2007_10,24546.0
2789,(T&W)_LAING,2007_11,25064.0
2790,(T&W)_LAING,2007_12,17880.0
2791,(T&W)_LAING,2008_01,17051.0
2792,(T&W)_LAING,2008_02,22477.0
2793,(T&W)_LAING,2008_03,20300.0
2798,(T&W)_MONKWEARMOUTH,2007_07,270.0
2799,(T&W)_MONKWEARMOUTH,2007_08,16345.0
2800,(T&W)_MONKWEARMOUTH,2007_09,5507.0
2801,(T&W)_MONKWEARMOUTH,2007_10,4919.0
2802,(T&W)_MONKWEARMOUTH,2007_11,1821.0
2803,(T&W)_MONKWEARMOUTH,2007_12,1778.0
2804,(T&W)_MONKWEARMOUTH,2008_01,1731.0
2805,(T&W)_MONKWEARMOUTH,2008_02,2735.0
2806,(T&W)_MONKWEARMOUTH,2008_03,1730.0
2811,(T&W)_WASHINGTON,2007_07,149.0
2813,(T&W)_WASHINGTON,2007_09,556.0
2821,(T&W)_SEGEDUNUM,2007_04,3654.0
2822,(T&W)_SEGEDUNUM,2007_05,4197.0
2823,(T&W)_SEGEDUNUM,2007_06,3744.0
2824,(T&W)_SEGEDUNUM,2007_07,4210.0
2825,(T&W)_SEGEDUNUM,2007_08,4983.0
2826,(T&W)_SEGEDUNUM,2007_09,3176.0
2827,(T&W)_SEGEDUNUM,2007_10,4455.0
2828,(T&W)_SEGEDUNUM,2007_11,3969.0
2829,(T&W)_SEGEDUNUM,2007_12,927.0
2830,(T&W)_SEGEDUNUM,2008_01,1438.0
2831,(T&W)_SEGEDUNUM,2008_02,2618.0
2832,(T&W)_SEGEDUNUM,2008_03,2833.0
2834,(T&W)_SHIPLEY,2007_04,2212.0
2835,(T&W)_SHIPLEY,2007_05,3116.0
2836,(T&W)_SHIPLEY,2007_06,2261.0
2837,(T&W)_SHIPLEY,2007_07,2534.0
2838,(T&W)_SHIPLEY,2007_08,2892.0
2839,(T&W)_SHIPLEY,2007_09,2716.0
2840,(T&W)_SHIPLEY,2007_10,3091.0
2841,(T&W)_SHIPLEY,2007_11,3422.0
2842,(T&W)_SHIPLEY,2007_12,2745.0
2843,(T&W)_SHIPLEY,2008_01,1774.0
2844,(T&W)_SHIPLEY,2008_02,2233.0
2845,(T&W)_SHIPLEY,2008_03,2910.0
2847,(T&W)_SOUTH_SHIELDS,2007_04,17893.0
2848,(T&W)_SOUTH_SHIELDS,2007_05,15096.0
2849,(T&W)_SOUTH_SHIELDS,2007_06,13891.0
2850,(T&W)_SOUTH_SHIELDS,2007_07,19048.0
2851,(T&W)_SOUTH_SHIELDS,2007_08,29074.0
2852,(T&W)_SOUTH_SHIELDS,2007_09,11950.0
2853,(T&W)_SOUTH_SHIELDS,2007_10,13142.0
2854,(T&W)_SOUTH_SHIELDS,2007_11,7847.0
2855,(T&W)_SOUTH_SHIELDS,2007_12,9196.0
2856,(T&W)_SOUTH_SHIELDS,2008_01,7387.0
2857,(T&W)_SOUTH_SHIELDS,2008_02,12745.0
2858,(T&W)_SOUTH_SHIELDS,2008_03,10422.0
2873,(T&W)_STEPHENSON,2007_04,6163.0
2874,(T&W)_STEPHENSON,2007_05,5679.0
2875,(T&W)_STEPHENSON,2007_06,3176.0
2876,(T&W)_STEPHENSON,2007_07,6986.0
2877,(T&W)_STEPHENSON,2007_08,9422.0
2878,(T&W)_STEPHENSON,2007_09,1804.0
2879,(T&W)_STEPHENSON,2007_10,4460.0
2880,(T&W)_STEPHENSON,2007_11,467.0
2881,(T&W)_STEPHENSON,2007_12,1705.0
2882,(T&W)_STEPHENSON,2008_01,118.0
2883,(T&W)_STEPHENSON,2008_02,1204.0
2884,(T&W)_STEPHENSON,2008_03,1434.0
2886,(T&W)_SUNDERLAND,2007_04,28527.0
2887,(T&W)_SUNDERLAND,2007_05,30287.0
2888,(T&W)_SUNDERLAND,2007_06,27693.0
2889,(T&W)_SUNDERLAND,2007_07,35133.0
2890,(T&W)_SUNDERLAND,2007_08,41110.0
2891,(T&W)_SUNDERLAND,2007_09,28206.0
2892,(T&W)_SUNDERLAND,2007_10,26235.0
2893,(T&W)_SUNDERLAND,2007_11,20617.0
2894,(T&W)_SUNDERLAND,2007_12,20167.0
2895,(T&W)_SUNDERLAND,2008_01,20637.0
2896,(T&W)_SUNDERLAND,2008_02,26074.0
2897,(T&W)_SUNDERLAND,2008_03,22028.0
2899,(T&W)_MUSEUM_STORE,2007_04,11230.0
2900,(T&W)_MUSEUM_STORE,2007_05,9154.0
2901,(T&W)_MUSEUM_STORE,2007_06,7220.0
2902,(T&W)_MUSEUM_STORE,2007_07,11406.0
2903,(T&W)_MUSEUM_STORE,2007_08,19591.0
2904,(T&W)_MUSEUM_STORE,2007_09,9629.0
2905,(T&W)_MUSEUM_STORE,2007_10,7523.0
2906,(T&W)_MUSEUM_STORE,2007_11,205.0
2907,(T&W)_MUSEUM_STORE,2007_12,92.0
2908,(T&W)_MUSEUM_STORE,2008_01,124.0
2909,(T&W)_MUSEUM_STORE,2008_02,273.0
2910,(T&W)_MUSEUM_STORE,2008_03,2809.0
2912,V&A_TOTAL,2007_04,236137.0
2913,V&A_TOTAL,2007_05,214431.0
2914,V&A_TOTAL,2007_06,205730.0
2915,V&A_TOTAL,2007_07,245919.0
2916,V&A_TOTAL,2007_08,193663.0
2917,V&A_TOTAL,2007_09,214547.0
2918,V&A_TOTAL,2007_10,239950.0
2919,V&A_TOTAL,2007_11,221166.0
2920,V&A_TOTAL,2007_12,237210.0
2921,V&A_TOTAL,2008_01,191288.0
2922,V&A_TOTAL,2008_02,227929.0
2923,V&A_TOTAL,2008_03,195102.0
2925,(V&A)_SOUTH_KENSINGTON,2007_04,209603.0
2926,(V&A)_SOUTH_KENSINGTON,2007_05,187486.0
2927,(V&A)_SOUTH_KENSINGTON,2007_06,179462.0
2928,(V&A)_SOUTH_KENSINGTON,2007_07,213818.0
2929,(V&A)_SOUTH_KENSINGTON,2007_08,161431.0
2930,(V&A)_SOUTH_KENSINGTON,2007_09,193562.0
2931,(V&A)_SOUTH_KENSINGTON,2007_10,211647.0
2932,(V&A)_SOUTH_KENSINGTON,2007_11,197071.0
2933,(V&A)_SOUTH_KENSINGTON,2007_12,212797.0
2934,(V&A)_SOUTH_KENSINGTON,2008_01,168317.0
2935,(V&A)_SOUTH_KENSINGTON,2008_02,182815.0
2936,(V&A)_SOUTH_KENSINGTON,2008_03,162750.0
2938,(V&A)_CHILDHOOD,2007_04,24946.0
2939,(V&A)_CHILDHOOD,2007_05,25313.0
2940,(V&A)_CHILDHOOD,2007_06,24537.0
2941,(V&A)_CHILDHOOD,2007_07,29871.0
2942,(V&A)_CHILDHOOD,2007_08,31580.0
2943,(V&A)_CHILDHOOD,2007_09,20798.0
2944,(V&A)_CHILDHOOD,2007_10,28064.0
2945,(V&A)_CHILDHOOD,2007_11,23858.0
2946,(V&A)_CHILDHOOD,2007_12,24204.0
2947,(V&A)_CHILDHOOD,2008_01,22783.0
2948,(V&A)_CHILDHOOD,2008_02,44784.0
2949,(V&A)_CHILDHOOD,2008_03,32106.0
2951,(V&A)_THEATRE,2007_04,1406.0
2952,(V&A)_THEATRE,2007_05,1447.0
2953,(V&A)_THEATRE,2007_06,1540.0
2954,(V&A)_THEATRE,2007_07,1954.0
2955,(V&A)_THEATRE,2007_08,505.0
2964,(V&A)_BLYTHE_HOUSE,2007_04,182.0
2965,(V&A)_BLYTHE_HOUSE,2007_05,185.0
2966,(V&A)_BLYTHE_HOUSE,2007_06,191.0
2967,(V&A)_BLYTHE_HOUSE,2007_07,276.0
2968,(V&A)_BLYTHE_HOUSE,2007_08,147.0
2969,(V&A)_BLYTHE_HOUSE,2007_09,187.0
2970,(V&A)_BLYTHE_HOUSE,2007_10,239.0
2971,(V&A)_BLYTHE_HOUSE,2007_11,237.0
2972,(V&A)_BLYTHE_HOUSE,2007_12,209.0
2973,(V&A)_BLYTHE_HOUSE,2008_01,188.0
2974,(V&A)_BLYTHE_HOUSE,2008_02,330.0
2975,(V&A)_BLYTHE_HOUSE,2008_03,246.0
2977,WALLACE_COLLECTION,2007_04,24818.0
2978,WALLACE_COLLECTION,2007_05,30712.0
2979,WALLACE_COLLECTION,2007_06,28458.0
2980,WALLACE_COLLECTION,2007_07,25171.0
2981,WALLACE_COLLECTION,2007_08,26634.0
2982,WALLACE_COLLECTION,2007_09,26163.0
2983,WALLACE_COLLECTION,2007_10,29153.0
2984,WALLACE_COLLECTION,2007_11,28069.0
2985,WALLACE_COLLECTION,2007_12,21902.0
2986,WALLACE_COLLECTION,2008_01,27103.0
2987,WALLACE_COLLECTION,2008_02,33138.0
2988,WALLACE_COLLECTION,2008_03,34028.0
2990,MUSEUM_OF_LONDON,2007_04,30330.0
2991,MUSEUM_OF_LONDON,2007_05,34275.0
2992,MUSEUM_OF_LONDON,2007_06,26293.0
2993,MUSEUM_OF_LONDON,2007_07,27792.0
2994,MUSEUM_OF_LONDON,2007_08,28846.0
2995,MUSEUM_OF_LONDON,2007_09,20664.0
2996,MUSEUM_OF_LONDON,2007_10,28432.0
2997,MUSEUM_OF_LONDON,2007_11,23965.0
2998,MUSEUM_OF_LONDON,2007_12,16383.0
2999,MUSEUM_OF_LONDON,2008_01,18598.0
3000,MUSEUM_OF_LONDON,2008_02,29711.0
3001,MUSEUM_OF_LONDON,2008_03,31703.0
3003,MUSEUM_IN _DOCKLANDS,2007_04,7288.0
3004,MUSEUM_IN _DOCKLANDS,2007_05,8328.0
3005,MUSEUM_IN _DOCKLANDS,2007_06,6761.0
3006,MUSEUM_IN _DOCKLANDS,2007_07,6907.0
3007,MUSEUM_IN _DOCKLANDS,2007_08,7237.0
3008,MUSEUM_IN _DOCKLANDS,2007_09,4731.0
3009,MUSEUM_IN _DOCKLANDS,2007_10,8616.0
3010,MUSEUM_IN _DOCKLANDS,2007_11,10721.0
3011,MUSEUM_IN _DOCKLANDS,2007_12,7674.0
3012,MUSEUM_IN _DOCKLANDS,2008_01,7204.0
3013,MUSEUM_IN _DOCKLANDS,2008_02,11067.0
3014,MUSEUM_IN _DOCKLANDS,2008_03,14300.0
3016,TOTAL,2008_04,3312345.0
3017,TOTAL,2008_05,3285391.0
3018,TOTAL,2008_06,3034749.0
3019,TOTAL,2008_07,3969339.0
3020,TOTAL,2008_08,4861537.0
3021,TOTAL,2008_09,2850841.0
3022,TOTAL,2008_10,3636199.0
3023,TOTAL,2008_11,2931706.0
3024,TOTAL,2008_12,2499800.0
3025,TOTAL,2009_01,2785923.0
3026,TOTAL,2009_02,3153752.0
3027,TOTAL,2009_03,3346689.0
3029,BRITISH_MUSEUM,2008_04,455743.0
3030,BRITISH_MUSEUM,2008_05,448441.0
3031,BRITISH_MUSEUM,2008_06,389540.0
3032,BRITISH_MUSEUM,2008_07,552341.0
3033,BRITISH_MUSEUM,2008_08,582018.0
3034,BRITISH_MUSEUM,2008_09,443478.0
3035,BRITISH_MUSEUM,2008_10,526540.0
3036,BRITISH_MUSEUM,2008_11,384757.0
3037,BRITISH_MUSEUM,2008_12,376555.0
3038,BRITISH_MUSEUM,2009_01,410003.0
3039,BRITISH_MUSEUM,2009_02,417681.0
3040,BRITISH_MUSEUM,2009_03,478764.0
3042,GEFFRYE_MUSEUM,2008_04,5365.0
3043,GEFFRYE_MUSEUM,2008_05,5774.0
3044,GEFFRYE_MUSEUM,2008_06,5522.0
3045,GEFFRYE_MUSEUM,2008_07,5978.0
3046,GEFFRYE_MUSEUM,2008_08,6482.0
3047,GEFFRYE_MUSEUM,2008_09,5801.0
3048,GEFFRYE_MUSEUM,2008_10,7449.0
3049,GEFFRYE_MUSEUM,2008_11,8731.0
3050,GEFFRYE_MUSEUM,2008_12,13183.0
3051,GEFFRYE_MUSEUM,2009_01,7668.0
3052,GEFFRYE_MUSEUM,2009_02,7072.0
3053,GEFFRYE_MUSEUM,2009_03,7247.0
3055,HORNIMAN_MUSEUM,2008_04,44533.0
3056,HORNIMAN_MUSEUM,2008_05,42597.0
3057,HORNIMAN_MUSEUM,2008_06,39111.0
3058,HORNIMAN_MUSEUM,2008_07,46293.0
3059,HORNIMAN_MUSEUM,2008_08,67616.0
3060,HORNIMAN_MUSEUM,2008_09,28826.0
3061,HORNIMAN_MUSEUM,2008_10,42139.0
3062,HORNIMAN_MUSEUM,2008_11,29706.0
3063,HORNIMAN_MUSEUM,2008_12,25665.0
3064,HORNIMAN_MUSEUM,2009_01,33476.0
3065,HORNIMAN_MUSEUM,2009_02,32077.0
3066,HORNIMAN_MUSEUM,2009_03,51074.0
3068,IWM_TOTAL,2008_04,163778.0
3069,IWM_TOTAL,2008_05,192840.0
3070,IWM_TOTAL,2008_06,155107.0
3071,IWM_TOTAL,2008_07,223390.0
3072,IWM_TOTAL,2008_08,219977.0
3073,IWM_TOTAL,2008_09,149456.0
3074,IWM_TOTAL,2008_10,201488.0
3075,IWM_TOTAL,2008_11,151711.0
3076,IWM_TOTAL,2008_12,105308.0
3077,IWM_TOTAL,2009_01,116679.0
3078,IWM_TOTAL,2009_02,169383.0
3079,IWM_TOTAL,2009_03,157648.0
3081,IWM_LONDON,2008_04,76603.0
3082,IWM_LONDON,2008_05,76823.0
3083,IWM_LONDON,2008_06,57673.0
3084,IWM_LONDON,2008_07,68198.0
3085,IWM_LONDON,2008_08,80742.0
3086,IWM_LONDON,2008_09,54364.0
3087,IWM_LONDON,2008_10,93947.0
3088,IWM_LONDON,2008_11,73897.0
3089,IWM_LONDON,2008_12,55313.0
3090,IWM_LONDON,2009_01,66366.0
3091,IWM_LONDON,2009_02,89532.0
3092,IWM_LONDON,2009_03,72143.0
3094,HMS_BELFAST_(IWM),2008_04,24138.0
3095,HMS_BELFAST_(IWM),2008_05,25710.0
3096,HMS_BELFAST_(IWM),2008_06,19212.0
3097,HMS_BELFAST_(IWM),2008_07,26315.0
3098,HMS_BELFAST_(IWM),2008_08,33320.0
3099,HMS_BELFAST_(IWM),2008_09,14325.0
3100,HMS_BELFAST_(IWM),2008_10,23071.0
3101,HMS_BELFAST_(IWM),2008_11,12087.0
3102,HMS_BELFAST_(IWM),2008_12,10851.0
3103,HMS_BELFAST_(IWM),2009_01,10345.0
3104,HMS_BELFAST_(IWM),2009_02,19106.0
3105,HMS_BELFAST_(IWM),2009_03,20055.0
3107,CHURCHILL_WAR_ROOMS_(IWM),2008_04,23782.0
3108,CHURCHILL_WAR_ROOMS_(IWM),2008_05,27448.0
3109,CHURCHILL_WAR_ROOMS_(IWM),2008_06,28757.0
3110,CHURCHILL_WAR_ROOMS_(IWM),2008_07,32910.0
3111,CHURCHILL_WAR_ROOMS_(IWM),2008_08,27654.0
3112,CHURCHILL_WAR_ROOMS_(IWM),2008_09,21733.0
3113,CHURCHILL_WAR_ROOMS_(IWM),2008_10,24255.0
3114,CHURCHILL_WAR_ROOMS_(IWM),2008_11,18709.0
3115,CHURCHILL_WAR_ROOMS_(IWM),2008_12,17261.0
3116,CHURCHILL_WAR_ROOMS_(IWM),2009_01,15574.0
3117,CHURCHILL_WAR_ROOMS_(IWM),2009_02,19618.0
3118,CHURCHILL_WAR_ROOMS_(IWM),2009_03,24657.0
3120,IWM_DUXFORD,2008_04,23622.0
3121,IWM_DUXFORD,2008_05,40862.0
3122,IWM_DUXFORD,2008_06,31093.0
3123,IWM_DUXFORD,2008_07,73115.0
3124,IWM_DUXFORD,2008_08,46515.0
3125,IWM_DUXFORD,2008_09,43792.0
3126,IWM_DUXFORD,2008_10,34135.0
3127,IWM_DUXFORD,2008_11,24950.0
3128,IWM_DUXFORD,2008_12,9783.0
3129,IWM_DUXFORD,2009_01,10118.0
3130,IWM_DUXFORD,2009_02,16461.0
3131,IWM_DUXFORD,2009_03,21057.0
3133,IWM_NORTH,2008_04,15633.0
3134,IWM_NORTH,2008_05,21997.0
3135,IWM_NORTH,2008_06,18372.0
3136,IWM_NORTH,2008_07,22852.0
3137,IWM_NORTH,2008_08,31746.0
3138,IWM_NORTH,2008_09,15242.0
3139,IWM_NORTH,2008_10,26080.0
3140,IWM_NORTH,2008_11,22068.0
3141,IWM_NORTH,2008_12,12100.0
3142,IWM_NORTH,2009_01,14276.0
3143,IWM_NORTH,2009_02,24666.0
3144,IWM_NORTH,2009_03,19736.0
3146,NATIONAL_GALLERY,2008_04,358000.0
3147,NATIONAL_GALLERY,2008_05,341000.0
3148,NATIONAL_GALLERY,2008_06,302000.0
3149,NATIONAL_GALLERY,2008_07,454000.0
3150,NATIONAL_GALLERY,2008_08,493000.0
3151,NATIONAL_GALLERY,2008_09,296000.0
3152,NATIONAL_GALLERY,2008_10,356000.0
3153,NATIONAL_GALLERY,2008_11,344000.0
3154,NATIONAL_GALLERY,2008_12,350000.0
3155,NATIONAL_GALLERY,2009_01,340000.0
3156,NATIONAL_GALLERY,2009_02,339000.0
3157,NATIONAL_GALLERY,2009_03,466000.0
3159,NHM_TOTAL,2008_04,381344.0
3160,NHM_TOTAL,2008_05,315724.0
3161,NHM_TOTAL,2008_06,244244.0
3162,NHM_TOTAL,2008_07,370435.0
3163,NHM_TOTAL,2008_08,494078.0
3164,NHM_TOTAL,2008_09,234777.0
3165,NHM_TOTAL,2008_10,308171.0
3166,NHM_TOTAL,2008_11,239766.0
3167,NHM_TOTAL,2008_12,245978.0
3168,NHM_TOTAL,2009_01,292456.0
3169,NHM_TOTAL,2009_02,344744.0
3170,NHM_TOTAL,2009_03,341543.0
3172,(NHM)_SOUTH_KENSINGTON,2008_04,368596.0
3173,(NHM)_SOUTH_KENSINGTON,2008_05,305969.0
3174,(NHM)_SOUTH_KENSINGTON,2008_06,238789.0
3175,(NHM)_SOUTH_KENSINGTON,2008_07,363119.0
3176,(NHM)_SOUTH_KENSINGTON,2008_08,477171.0
3177,(NHM)_SOUTH_KENSINGTON,2008_09,228626.0
3178,(NHM)_SOUTH_KENSINGTON,2008_10,298421.0
3179,(NHM)_SOUTH_KENSINGTON,2008_11,233390.0
3180,(NHM)_SOUTH_KENSINGTON,2008_12,240558.0
3181,(NHM)_SOUTH_KENSINGTON,2009_01,283338.0
3182,(NHM)_SOUTH_KENSINGTON,2009_02,330406.0
3183,(NHM)_SOUTH_KENSINGTON,2009_03,332964.0
3185,(NHM)_TRING,2008_04,12748.0
3186,(NHM)_TRING,2008_05,9755.0
3187,(NHM)_TRING,2008_06,5455.0
3188,(NHM)_TRING,2008_07,7316.0
3189,(NHM)_TRING,2008_08,16907.0
3190,(NHM)_TRING,2008_09,6151.0
3191,(NHM)_TRING,2008_10,9750.0
3192,(NHM)_TRING,2008_11,6376.0
