,place,Year,month,gt_visit,ym
993,Congaree_NP,2013,03,12453,2013_03
994,Congaree_NP,2012,03,11524,2012_03
995,Coronado_NMEM,2016,03,13538,2016_03
996,Coronado_NMEM,2015,03,10067,2015_03
997,Coronado_NMEM,2014,03,11376,2014_03
998,Coronado_NMEM,2013,03,8304,2013_03
999,Cowpens_NB,2016,03,17710,2016_03
1000,Cowpens_NB,2015,03,16776,2015_03
1001,Cowpens_NB,2014,03,16448,2014_03
1002,Cowpens_NB,2013,03,17220,2013_03
1003,Crater_Lake_NP,2016,03,8961,2016_03
1004,Crater_Lake_NP,2015,03,13938,2015_03
1005,Crater_Lake_NP,2014,03,15767,2014_03
1006,Crater_Lake_NP,2013,03,9637,2013_03
1007,Craters_of_the_Moon_NM,2016,03,8413,2016_03
1008,Craters_of_the_Moon_NM,2015,03,10137,2015_03
1009,Craters_of_the_Moon_NM,2014,03,6088,2014_03
1010,Craters_of_the_Moon_NM,2013,03,5571,2013_03
1011,Cumberland_Gap_NHP,2016,03,71247,2016_03
1012,Cumberland_Gap_NHP,2015,03,60020,2015_03
1013,Cumberland_Gap_NHP,2014,03,58469,2014_03
1014,Cumberland_Gap_NHP,2013,03,46839,2013_03
1015,Curecanti_NRA,2016,03,20397,2016_03
1016,Curecanti_NRA,2015,03,21250,2015_03
1017,Curecanti_NRA,2014,03,23119,2014_03
1018,Curecanti_NRA,2013,03,22643,2013_03
1019,Cuyahoga_Valley_NP,2016,03,104225,2016_03
1020,Cuyahoga_Valley_NP,2015,03,105883,2015_03
1021,Cuyahoga_Valley_NP,2014,03,98108,2014_03
1022,Cuyahoga_Valley_NP,2013,03,104524,2013_03
1023,Dayton_Aviation_Heritage_NHP,2016,03,5647,2016_03
1024,Dayton_Aviation_Heritage_NHP,2015,03,3163,2015_03
1025,Dayton_Aviation_Heritage_NHP,2014,03,2973,2014_03
1026,Dayton_Aviation_Heritage_NHP,2013,03,3525,2013_03
1027,De_Soto_NMEM,2016,03,27237,2016_03
1028,De_Soto_NMEM,2015,03,53187,2015_03
1029,De_Soto_NMEM,2014,03,45960,2014_03
1030,De_Soto_NMEM,2013,03,26856,2013_03
1031,Death_Valley_NP,2016,03,209282,2016_03
1032,Death_Valley_NP,2015,03,109421,2015_03
1033,Death_Valley_NP,2014,03,90386,2014_03
1034,Death_Valley_NP,2013,03,104159,2013_03
1035,Delaware_Water_Gap_NRA,2016,03,226173,2016_03
1036,Delaware_Water_Gap_NRA,2015,03,191300,2015_03
1037,Delaware_Water_Gap_NRA,2014,03,365610,2014_03
1038,Delaware_Water_Gap_NRA,2013,03,347065,2013_03
1039,Denali_NP_&_PRES,2016,03,2948,2016_03
1040,Denali_NP_&_PRES,2015,03,2597,2015_03
1041,Denali_NP_&_PRES,2014,03,2231,2014_03
1042,Denali_NP_&_PRES,2013,03,1300,2013_03
1043,Devils_Postpile_NM,2016,03,0,2016_03
1044,Devils_Postpile_NM,2015,03,0,2015_03
1045,Devils_Postpile_NM,2014,03,0,2014_03
1046,Devils_Postpile_NM,2013,03,0,2013_03
1047,San_Juan_NHS,2016,04,142728,2016_04
1048,San_Juan_NHS,2015,04,136261,2015_04
1049,San_Juan_NHS,2014,04,124584,2014_04
1050,San_Juan_NHS,2013,04,111917,2013_04
1051,Abraham_Lincoln_Birthplace_NHP_(ABLI),2016,04,23676,2016_04
1052,Abraham_Lincoln_Birthplace_NHP_(ABLI),2015,04,13507,2015_04
1053,Abraham_Lincoln_Birthplace_NHP_(ABLI),2014,04,20110,2014_04
1054,Abraham_Lincoln_Birthplace_NHP_(ABLI),2013,04,12302,2013_04
1055,Acadia_NP_(ACAD),2016,04,94199,2016_04
1056,Acadia_NP_(ACAD),2015,04,63214,2015_04
1057,Acadia_NP_(ACAD),2014,04,57211,2014_04
1058,Acadia_NP_(ACAD),2013,04,47090,2013_04
1059,Adams_NHP,2016,04,8161,2016_04
1060,Adams_NHP,2015,04,7730,2015_04
1061,Adams_NHP,2014,04,6413,2014_04
1062,Adams_NHP,2013,04,9729,2013_04
1063,African_Burial_Ground_NM_(AFBG),2016,04,4763,2016_04
1064,African_Burial_Ground_NM_(AFBG),2015,04,6121,2015_04
1065,African_Burial_Ground_NM_(AFBG),2014,04,8446,2014_04
1066,African_Burial_Ground_NM_(AFBG),2013,04,7917,2013_04
1067,Agate_Fossil_Beds_NM,2016,04,485,2016_04
1068,Agate_Fossil_Beds_NM,2015,04,524,2015_04
1069,Agate_Fossil_Beds_NM,2014,04,501,2014_04
1070,Agate_Fossil_Beds_NM,2013,04,268,2013_04
1071,Alibates_Flint_Quarries_NM_(ALFL),2016,04,832,2016_04
1072,Alibates_Flint_Quarries_NM_(ALFL),2015,04,522,2015_04
1073,Alibates_Flint_Quarries_NM_(ALFL),2014,04,285,2014_04
1074,Alibates_Flint_Quarries_NM_(ALFL),2013,04,243,2013_04
1075,Allegheny_Portage_Railroad_NHS_(ALPO),2016,04,16409,2016_04
1076,Allegheny_Portage_Railroad_NHS_(ALPO),2015,04,24312,2015_04
1077,Allegheny_Portage_Railroad_NHS_(ALPO),2014,04,12224,2014_04
1078,Allegheny_Portage_Railroad_NHS_(ALPO),2013,04,10919,2013_04
1079,Amistad_NRA_(AMIS),2016,04,112139,2016_04
1080,Amistad_NRA_(AMIS),2015,04,138736,2015_04
1081,Amistad_NRA_(AMIS),2014,04,152777,2014_04
1082,Amistad_NRA_(AMIS),2013,04,100275,2013_04
1083,Andersonville_NHS_(ANDE),2016,04,12879,2016_04
1084,Andersonville_NHS_(ANDE),2015,04,12848,2015_04
1085,Andersonville_NHS_(ANDE),2014,04,12201,2014_04
1086,Andersonville_NHS_(ANDE),2013,04,10680,2013_04
1087,Andrew_Johnson_NHS,2016,04,4013,2016_04
1088,Andrew_Johnson_NHS,2015,04,3467,2015_04
1089,Andrew_Johnson_NHS,2014,04,3629,2014_04
1090,Andrew_Johnson_NHS,2013,04,3417,2013_04
1092,Aniakchak_NM_&_PRES_(ANIA),2015,04,0,2015_04
1093,Aniakchak_NM_&_PRES_(ANIA),2014,04,0,2014_04
1094,Aniakchak_NM_&_PRES_(ANIA),2013,04,0,2013_04
1095,Antietam_NB_(ANTI),2016,04,24495,2016_04
1096,Antietam_NB_(ANTI),2015,04,30238,2015_04
1097,Antietam_NB_(ANTI),2014,04,26723,2014_04
1098,Antietam_NB_(ANTI),2013,04,35053,2013_04
1099,Apostle_Islands_NL_(APIS),2016,04,2129,2016_04
1100,Apostle_Islands_NL_(APIS),2015,04,2849,2015_04
1101,Apostle_Islands_NL_(APIS),2014,04,998,2014_04
1102,Apostle_Islands_NL_(APIS),2013,04,2948,2013_04
1103,Appomattox_Court_House_NHP_(APCO),2016,04,32714,2016_04
1104,Appomattox_Court_House_NHP_(APCO),2015,04,141819,2015_04
1105,Appomattox_Court_House_NHP_(APCO),2014,04,35419,2014_04
1106,Appomattox_Court_House_NHP_(APCO),2013,04,38996,2013_04
1107,Arches_NP_(ARCH),2016,04,151112,2016_04
1108,Arches_NP_(ARCH),2015,04,138903,2015_04
1109,Arches_NP_(ARCH),2014,04,122186,2014_04
1110,Arches_NP_(ARCH),2013,04,108086,2013_04
1111,Arkansas_Post_NMEM_(ARPO),2016,04,4555,2016_04
1112,Arkansas_Post_NMEM_(ARPO),2015,04,3322,2015_04
1113,Arkansas_Post_NMEM_(ARPO),2014,04,3658,2014_04
1114,Arkansas_Post_NMEM_(ARPO),2013,04,3523,2013_04
1115,Arlington_House_The_R.E._Lee_MEM_(ARHO),2016,04,95971,2016_04
1116,Arlington_House_The_R.E._Lee_MEM_(ARHO),2015,04,67570,2015_04
1117,Arlington_House_The_R.E._Lee_MEM_(ARHO),2014,04,116462,2014_04
1118,Arlington_House_The_R.E._Lee_MEM_(ARHO),2013,04,87454,2013_04
1119,Assateague_Island_NS_(ASIS),2016,04,115162,2016_04
1120,Assateague_Island_NS_(ASIS),2015,04,109489,2015_04
1121,Assateague_Island_NS_(ASIS),2014,04,115599,2014_04
1122,Assateague_Island_NS_(ASIS),2013,04,105771,2013_04
1123,Aztec_Ruins_NM_(AZRU),2016,04,5416,2016_04
1124,Aztec_Ruins_NM_(AZRU),2015,04,5095,2015_04
1125,Aztec_Ruins_NM_(AZRU),2014,04,4339,2014_04
1126,Aztec_Ruins_NM_(AZRU),2013,04,4110,2013_04
1127,Badlands_NP_(BADL),2016,04,22812,2016_04
1128,Badlands_NP_(BADL),2015,04,27193,2015_04
1129,Badlands_NP_(BADL),2014,04,25054,2014_04
1130,Badlands_NP_(BADL),2013,04,20750,2013_04
1131,Bandelier_NM_(BAND),2016,04,17580,2016_04
1132,Bandelier_NM_(BAND),2015,04,17373,2015_04
1133,Bandelier_NM_(BAND),2014,04,11643,2014_04
1134,Bandelier_NM_(BAND),2013,04,12201,2013_04
1135,Bent's_Old_Fort_NHS_(BEOL),2016,04,3001,2016_04
1136,Bent's_Old_Fort_NHS_(BEOL),2015,04,2806,2015_04
1137,Bent's_Old_Fort_NHS_(BEOL),2014,04,2443,2014_04
1138,Bent's_Old_Fort_NHS_(BEOL),2013,04,1951,2013_04
1139,Bering_Land_Bridge_NPRES_(BELA),2016,04,216,2016_04
1140,Bering_Land_Bridge_NPRES_(BELA),2015,04,216,2015_04
1141,Bering_Land_Bridge_NPRES_(BELA),2014,04,210,2014_04
1142,Bering_Land_Bridge_NPRES_(BELA),2013,04,216,2013_04
1143,Big_Bend_NP_(BIBE),2016,04,37280,2016_04
1144,Big_Bend_NP_(BIBE),2015,04,43927,2015_04
1145,Big_Bend_NP_(BIBE),2014,04,38574,2014_04
1146,Big_Bend_NP_(BIBE),2013,04,33664,2013_04
1147,Big_Cypress_NPRES_(BICY),2016,04,97850,2016_04
1148,Big_Cypress_NPRES_(BICY),2015,04,113880,2015_04
1149,Big_Cypress_NPRES_(BICY),2014,04,115328,2014_04
1150,Big_Cypress_NPRES_(BICY),2013,04,86704,2013_04
1151,Big_Hole_NB_(BIHO),2016,04,1190,2016_04
1152,Big_Hole_NB_(BIHO),2015,04,928,2015_04
1153,Big_Hole_NB_(BIHO),2014,04,832,2014_04
1154,Big_Hole_NB_(BIHO),2013,04,766,2013_04
1155,Big_South_Fork_NRRA_(BISO),2016,04,67014,2016_04
1156,Big_South_Fork_NRRA_(BISO),2015,04,55464,2015_04
1157,Big_South_Fork_NRRA_(BISO),2014,04,56651,2014_04
1158,Big_South_Fork_NRRA_(BISO),2013,04,51542,2013_04
1159,Big_Thicket_NPRES_(BITH),2016,04,6084,2016_04
1160,Big_Thicket_NPRES_(BITH),2015,04,7726,2015_04
1161,Big_Thicket_NPRES_(BITH),2014,04,8590,2014_04
1162,Big_Thicket_NPRES_(BITH),2013,04,8090,2013_04
1163,Bighorn_Canyon_NRA,2016,04,16609,2016_04
1164,Bighorn_Canyon_NRA,2015,04,12253,2015_04
1165,Bighorn_Canyon_NRA,2014,04,11757,2014_04
1166,Bighorn_Canyon_NRA,2013,04,18487,2013_04
1167,Biscayne_NP,2016,04,50964,2016_04
1168,Biscayne_NP,2015,04,54897,2015_04
1169,Biscayne_NP,2014,04,46774,2014_04
1170,Biscayne_NP,2013,04,40016,2013_04
1171,Black_Canyon_of_the_Gunnison_NP,2016,04,9871,2016_04
1172,Black_Canyon_of_the_Gunnison_NP,2015,04,8896,2015_04
1173,Black_Canyon_of_the_Gunnison_NP,2014,04,6761,2014_04
1174,Black_Canyon_of_the_Gunnison_NP,2013,04,8606,2013_04
1175,Blue_Ridge_PKWY,2016,04,1092182,2016_04
1176,Blue_Ridge_PKWY,2015,04,1080067,2015_04
1177,Blue_Ridge_PKWY,2014,04,1080792,2014_04
1178,Blue_Ridge_PKWY,2013,04,899950,2013_04
1179,Bluestone_NSR,2016,04,400,2016_04
1180,Bluestone_NSR,2015,04,448,2015_04
1181,Bluestone_NSR,2014,04,312,2014_04
1182,Bluestone_NSR,2013,04,150,2013_04
1183,Booker_T._Washington_NM,2016,04,2031,2016_04
1184,Booker_T._Washington_NM,2015,04,1883,2015_04
1185,Booker_T._Washington_NM,2014,04,2126,2014_04
1186,Booker_T._Washington_NM,2013,04,2246,2013_04
1187,Boston_African_American_NHS,2016,04,8753,2016_04
1188,Boston_African_American_NHS,2015,04,8519,2015_04
1189,Boston_African_American_NHS,2014,04,7680,2014_04
1190,Boston_African_American_NHS,2013,04,5453,2013_04
1191,Boston_NHP,2016,04,188861,2016_04
1192,Boston_NHP,2015,04,179393,2015_04
1193,Boston_NHP,2014,04,207483,2014_04
1194,Boston_NHP,2013,04,150332,2013_04
1195,Brown_v._Board_of_Education_NHS,2016,04,2668,2016_04
1196,Brown_v._Board_of_Education_NHS,2015,04,2860,2015_04
1197,Brown_v._Board_of_Education_NHS,2014,04,2600,2014_04
1198,Brown_v._Board_of_Education_NHS,2013,04,2280,2013_04
1199,Bryce_Canyon_NP,2016,04,137698,2016_04
1200,Bryce_Canyon_NP,2015,04,123978,2015_04
1201,Bryce_Canyon_NP,2014,04,101133,2014_04
1202,Bryce_Canyon_NP,2013,04,87023,2013_04
1203,Buck_Island_Reef_NM,2016,04,3523,2016_04
1204,Buck_Island_Reef_NM,2015,04,4778,2015_04
1205,Buck_Island_Reef_NM,2014,04,3307,2014_04
1206,Buck_Island_Reef_NM,2013,04,2716,2013_04
1207,Buffalo_NR,2016,04,140657,2016_04
1208,Buffalo_NR,2015,04,114445,2015_04
1209,Buffalo_NR,2014,04,111985,2014_04
1210,Buffalo_NR,2013,04,111322,2013_04
1211,Cabrillo_NM,2016,04,77505,2016_04
1212,Cabrillo_NM,2015,04,82130,2015_04
1213,Cabrillo_NM,2014,04,78786,2014_04
1214,Cabrillo_NM,2013,04,65515,2013_04
1215,Canaveral_NS,2016,04,181404,2016_04
1216,Canaveral_NS,2015,04,168201,2015_04
1217,Canaveral_NS,2014,04,147126,2014_04
1218,Canaveral_NS,2013,04,108504,2013_04
1219,Cane_River_Creole_NHP,2016,04,2042,2016_04
1220,Cane_River_Creole_NHP,2015,04,4614,2015_04
1221,Cane_River_Creole_NHP,2014,04,2468,2014_04
1222,Cane_River_Creole_NHP,2013,04,2952,2013_04
1223,Canyon_de_Chelly_NM,2016,04,27802,2016_04
1224,Canyon_de_Chelly_NM,2015,04,74973,2015_04
1225,Canyon_de_Chelly_NM,2014,04,75009,2014_04
1226,Canyon_de_Chelly_NM,2013,04,75040,2013_04
1227,Canyonlands_NP,2016,04,97038,2016_04
1228,Canyonlands_NP,2015,04,73625,2015_04
1229,Canyonlands_NP,2014,04,64543,2014_04
1230,Canyonlands_NP,2013,04,54979,2013_04
1231,Cape_Cod_NS,2016,04,253472,2016_04
1232,Cape_Cod_NS,2015,04,274106,2015_04
1233,Cape_Cod_NS,2014,04,231187,2014_04
1234,Cape_Cod_NS,2013,04,235515,2013_04
1235,Cape_Hatteras_NS,2016,04,143142,2016_04
1236,Cape_Hatteras_NS,2015,04,140338,2015_04
1237,Cape_Hatteras_NS,2014,04,141218,2014_04
1238,Cape_Hatteras_NS,2013,04,136472,2013_04
1239,Cape_Lookout_NS,2016,04,22028,2016_04
1240,Cape_Lookout_NS,2015,04,26746,2015_04
1241,Cape_Lookout_NS,2014,04,36192,2014_04
1242,Cape_Lookout_NS,2013,04,39115,2013_04
1243,Capitol_Reef_NP,2016,04,90702,2016_04
1244,Capitol_Reef_NP,2015,04,84453,2015_04
1245,Capitol_Reef_NP,2014,04,70564,2014_04
1246,Capitol_Reef_NP,2013,04,53120,2013_04
1247,Capulin_Volcano_NM,2016,04,2251,2016_04
1248,Capulin_Volcano_NM,2015,04,2040,2015_04
1249,Capulin_Volcano_NM,2014,04,1926,2014_04
1250,Capulin_Volcano_NM,2013,04,1913,2013_04
1251,Carl_Sandburg_Home_NHS,2016,04,9421,2016_04
1252,Carl_Sandburg_Home_NHS,2015,04,8291,2015_04
1253,Carl_Sandburg_Home_NHS,2014,04,7732,2014_04
1254,Carl_Sandburg_Home_NHS,2013,04,9967,2013_04
1255,Carlsbad_Caverns_NP,2016,04,27222,2016_04
1256,Carlsbad_Caverns_NP,2015,04,37600,2015_04
1257,Carlsbad_Caverns_NP,2014,04,34926,2014_04
1258,Carlsbad_Caverns_NP,2013,04,29066,2013_04
1259,Casa_Grande_Ruins_NM,2016,04,6958,2016_04
1260,Casa_Grande_Ruins_NM,2015,04,6942,2015_04
1261,Casa_Grande_Ruins_NM,2014,04,5245,2014_04
1262,Casa_Grande_Ruins_NM,2013,04,7067,2013_04
1263,Castillo_de_San_Marcos_NM,2016,04,95651,2016_04
1264,Castillo_de_San_Marcos_NM,2015,04,82877,2015_04
1265,Castillo_de_San_Marcos_NM,2014,04,73961,2014_04
1266,Castillo_de_San_Marcos_NM,2013,04,76044,2013_04
1267,Castle_Clinton_NM,2016,04,378426,2016_04
1268,Castle_Clinton_NM,2015,04,404731,2015_04
1269,Castle_Clinton_NM,2014,04,415665,2014_04
1270,Castle_Clinton_NM,2013,04,0,2013_04
1271,Catoctin_Mountain_Park,2016,04,6515,2016_04
1272,Catoctin_Mountain_Park,2015,04,21334,2015_04
1273,Catoctin_Mountain_Park,2014,04,22330,2014_04
1274,Catoctin_Mountain_Park,2013,04,10642,2013_04
1275,Cedar_Breaks_NM,2016,04,20800,2016_04
1276,Cedar_Breaks_NM,2015,04,9694,2015_04
1277,Cedar_Breaks_NM,2014,04,9010,2014_04
1278,Cedar_Breaks_NM,2013,04,16586,2013_04
1279,Cesar_E._Chavez_NM,2016,04,1252,2016_04
1280,Cesar_E._Chavez_NM,2015,04,1766,2015_04
1281,Cesar_E._Chavez_NM,2014,04,877,2014_04
1282,Cesar_E._Chavez_NM,2013,04,1804,2013_04
1283,Chaco_Culture_NHP,2016,04,5640,2016_04
1284,Chaco_Culture_NHP,2015,04,3436,2015_04
1285,Chaco_Culture_NHP,2014,04,4269,2014_04
1286,Chaco_Culture_NHP,2013,04,3829,2013_04
1287,Chamizal_NMEM,2016,04,11712,2016_04
1288,Chamizal_NMEM,2015,04,8572,2015_04
1289,Chamizal_NMEM,2014,04,11326,2014_04
1290,Chamizal_NMEM,2013,04,12533,2013_04
1291,Channel_Islands_NP,2016,04,26142,2016_04
1292,Channel_Islands_NP,2015,04,23479,2015_04
1293,Channel_Islands_NP,2014,04,25698,2014_04
1294,Channel_Islands_NP,2013,04,18927,2013_04
1295,Charles_Pinckney_NHS,2016,04,5081,2016_04
1296,Charles_Pinckney_NHS,2015,04,4574,2015_04
1297,Charles_Pinckney_NHS,2014,04,6631,2014_04
1298,Charles_Pinckney_NHS,2013,04,4328,2013_04
1299,Chattahoochee_River_NRA,2016,04,221439,2016_04
1300,Chattahoochee_River_NRA,2015,04,312873,2015_04
1301,Chattahoochee_River_NRA,2014,04,263684,2014_04
1302,Chattahoochee_River_NRA,2013,04,258880,2013_04
1303,Chesapeake_&_Ohio_Canal_NHP,2016,04,482046,2016_04
1304,Chesapeake_&_Ohio_Canal_NHP,2015,04,495612,2015_04
1305,Chesapeake_&_Ohio_Canal_NHP,2014,04,468219,2014_04
1306,Chesapeake_&_Ohio_Canal_NHP,2013,04,488245,2013_04
1307,Chickamauga_&_Chattanooga_NMP,2016,04,92091,2016_04
1308,Chickamauga_&_Chattanooga_NMP,2015,04,91089,2015_04
1309,Chickamauga_&_Chattanooga_NMP,2014,04,89475,2014_04
1310,Chickamauga_&_Chattanooga_NMP,2013,04,87609,2013_04
1311,Chickasaw_NRA,2016,04,88830,2016_04
1312,Chickasaw_NRA,2015,04,89802,2015_04
1313,Chickasaw_NRA,2014,04,85594,2014_04
1314,Chickasaw_NRA,2013,04,79780,2013_04
1315,Chiricahua_NM,2016,04,5519,2016_04
1316,Chiricahua_NM,2015,04,7605,2015_04
1317,Chiricahua_NM,2014,04,7216,2014_04
1318,Chiricahua_NM,2013,04,5454,2013_04
1319,Christiansted_NHS,2016,04,10252,2016_04
1320,Christiansted_NHS,2015,04,10187,2015_04
1321,Christiansted_NHS,2014,04,8928,2014_04
1322,Christiansted_NHS,2013,04,10351,2013_04
1323,City_of_Rocks_NRES,2016,04,4000,2016_04
1324,City_of_Rocks_NRES,2015,04,5820,2015_04
1325,City_of_Rocks_NRES,2014,04,6019,2014_04
1326,City_of_Rocks_NRES,2013,04,4643,2013_04
1327,Clara_Barton_NHS,2016,04,0,2016_04
1328,Clara_Barton_NHS,2015,04,308,2015_04
1329,Clara_Barton_NHS,2014,04,2284,2014_04
1330,Clara_Barton_NHS,2013,04,3015,2013_04
1331,Colonial_NHP,2016,04,341299,2016_04
1332,Colonial_NHP,2015,04,340424,2015_04
1333,Colonial_NHP,2014,04,340040,2014_04
1334,Colonial_NHP,2013,04,318234,2013_04
1335,Colorado_NM,2016,04,34489,2016_04
1336,Colorado_NM,2015,04,49978,2015_04
1337,Colorado_NM,2014,04,40776,2014_04
1338,Colorado_NM,2013,04,42491,2013_04
1339,Congaree_NP,2016,04,14227,2016_04
1340,Congaree_NP,2015,04,10804,2015_04
1341,Congaree_NP,2014,04,16771,2014_04
1342,Congaree_NP,2013,04,14120,2013_04
1343,Congaree_NP,2012,04,11967,2012_04
1344,Coronado_NMEM,2016,04,13283,2016_04
1345,Coronado_NMEM,2015,04,11193,2015_04
1346,Coronado_NMEM,2014,04,11100,2014_04
1347,Coronado_NMEM,2013,04,9097,2013_04
1348,Cowpens_NB,2016,04,19889,2016_04
1349,Cowpens_NB,2015,04,17509,2015_04
1350,Cowpens_NB,2014,04,19369,2014_04
1351,Cowpens_NB,2013,04,13552,2013_04
1352,Crater_Lake_NP,2016,04,20389,2016_04
1353,Crater_Lake_NP,2015,04,16918,2015_04
1354,Crater_Lake_NP,2014,04,10125,2014_04
1355,Crater_Lake_NP,2013,04,12903,2013_04
1356,Craters_of_the_Moon_NM,2016,04,11005,2016_04
1357,Craters_of_the_Moon_NM,2015,04,11069,2015_04
1358,Craters_of_the_Moon_NM,2014,04,9735,2014_04
1359,Craters_of_the_Moon_NM,2013,04,7393,2013_04
1360,Cumberland_Gap_NHP,2016,04,103252,2016_04
1361,Cumberland_Gap_NHP,2015,04,83165,2015_04
1362,Cumberland_Gap_NHP,2014,04,82733,2014_04
1363,Cumberland_Gap_NHP,2013,04,72045,2013_04
1364,Curecanti_NRA,2016,04,40260,2016_04
1365,Curecanti_NRA,2015,04,39923,2015_04
1366,Curecanti_NRA,2014,04,37087,2014_04
1367,Curecanti_NRA,2013,04,28871,2013_04
1368,Cuyahoga_Valley_NP,2016,04,171879,2016_04
1369,Cuyahoga_Valley_NP,2015,04,210102,2015_04
1370,Cuyahoga_Valley_NP,2014,04,198023,2014_04
1371,Cuyahoga_Valley_NP,2013,04,181602,2013_04
1372,Dayton_Aviation_Heritage_NHP,2016,04,46432,2016_04
1373,Dayton_Aviation_Heritage_NHP,2015,04,6221,2015_04
1374,Dayton_Aviation_Heritage_NHP,2014,04,5595,2014_04
1375,Dayton_Aviation_Heritage_NHP,2013,04,5199,2013_04
1376,De_Soto_NMEM,2016,04,23291,2016_04
1377,De_Soto_NMEM,2015,04,16754,2015_04
1378,De_Soto_NMEM,2014,04,31757,2014_04
1379,De_Soto_NMEM,2013,04,26741,2013_04
1380,Death_Valley_NP,2016,04,109486,2016_04
1381,Death_Valley_NP,2015,04,107352,2015_04
1382,Death_Valley_NP,2014,04,107089,2014_04
1383,Death_Valley_NP,2013,04,99741,2013_04
1384,Delaware_Water_Gap_NRA,2016,04,252037,2016_04
1385,Delaware_Water_Gap_NRA,2015,04,346313,2015_04
1386,Delaware_Water_Gap_NRA,2014,04,355898,2014_04
1387,Delaware_Water_Gap_NRA,2013,04,449310,2013_04
1388,Denali_NP_&_PRES,2016,04,5057,2016_04
1389,Denali_NP_&_PRES,2015,04,2573,2015_04
1390,Denali_NP_&_PRES,2014,04,2883,2014_04
1391,Denali_NP_&_PRES,2013,04,2065,2013_04
1392,Devils_Postpile_NM,2016,04,0,2016_04
1393,Devils_Postpile_NM,2015,04,0,2015_04
1394,Devils_Postpile_NM,2014,04,0,2014_04
1395,Devils_Postpile_NM,2013,04,0,2013_04
1396,San_Juan_NHS,2016,05,98370,2016_05
1397,San_Juan_NHS,2015,05,118705,2015_05
1398,San_Juan_NHS,2014,05,99057,2014_05
1399,San_Juan_NHS,2013,05,97344,2013_05
1400,Abraham_Lincoln_Birthplace_NHP_(ABLI),2016,05,23891,2016_05
1401,Abraham_Lincoln_Birthplace_NHP_(ABLI),2015,05,15904,2015_05
1402,Abraham_Lincoln_Birthplace_NHP_(ABLI),2014,05,31790,2014_05
1403,Abraham_Lincoln_Birthplace_NHP_(ABLI),2013,05,19672,2013_05
1404,Acadia_NP_(ACAD),2016,05,217147,2016_05
1405,Acadia_NP_(ACAD),2015,05,187205,2015_05
1406,Acadia_NP_(ACAD),2014,05,153013,2014_05
1407,Acadia_NP_(ACAD),2013,05,133653,2013_05
1408,Adams_NHP,2016,05,23537,2016_05
1409,Adams_NHP,2015,05,21037,2015_05
1410,Adams_NHP,2014,05,22530,2014_05
1411,Adams_NHP,2013,05,32783,2013_05
1412,African_Burial_Ground_NM_(AFBG),2016,05,5329,2016_05
1413,African_Burial_Ground_NM_(AFBG),2015,05,7348,2015_05
1414,African_Burial_Ground_NM_(AFBG),2014,05,8612,2014_05
1415,African_Burial_Ground_NM_(AFBG),2013,05,12068,2013_05
1416,Agate_Fossil_Beds_NM,2016,05,1816,2016_05
1417,Agate_Fossil_Beds_NM,2015,05,1674,2015_05
1418,Agate_Fossil_Beds_NM,2014,05,1493,2014_05
1419,Agate_Fossil_Beds_NM,2013,05,1430,2013_05
1420,Alibates_Flint_Quarries_NM_(ALFL),2016,05,725,2016_05
1421,Alibates_Flint_Quarries_NM_(ALFL),2015,05,1273,2015_05
1422,Alibates_Flint_Quarries_NM_(ALFL),2014,05,366,2014_05
1423,Alibates_Flint_Quarries_NM_(ALFL),2013,05,220,2013_05
1424,Allegheny_Portage_Railroad_NHS_(ALPO),2016,05,16826,2016_05
1425,Allegheny_Portage_Railroad_NHS_(ALPO),2015,05,13590,2015_05
1426,Allegheny_Portage_Railroad_NHS_(ALPO),2014,05,15837,2014_05
1427,Allegheny_Portage_Railroad_NHS_(ALPO),2013,05,12406,2013_05
1428,Amistad_NRA_(AMIS),2016,05,125129,2016_05
1429,Amistad_NRA_(AMIS),2015,05,159638,2015_05
1430,Amistad_NRA_(AMIS),2014,05,115719,2014_05
1431,Amistad_NRA_(AMIS),2013,05,116898,2013_05
1432,Andersonville_NHS_(ANDE),2016,05,16469,2016_05
1433,Andersonville_NHS_(ANDE),2015,05,17562,2015_05
1434,Andersonville_NHS_(ANDE),2014,05,17196,2014_05
1435,Andersonville_NHS_(ANDE),2013,05,11186,2013_05
1436,Andrew_Johnson_NHS,2016,05,6648,2016_05
1437,Andrew_Johnson_NHS,2015,05,6914,2015_05
1438,Andrew_Johnson_NHS,2014,05,7184,2014_05
1439,Andrew_Johnson_NHS,2013,05,5752,2013_05
1441,Aniakchak_NM_&_PRES_(ANIA),2015,05,0,2015_05
1442,Aniakchak_NM_&_PRES_(ANIA),2014,05,0,2014_05
1443,Aniakchak_NM_&_PRES_(ANIA),2013,05,0,2013_05
1444,Antietam_NB_(ANTI),2016,05,34306,2016_05
1445,Antietam_NB_(ANTI),2015,05,44958,2015_05
1446,Antietam_NB_(ANTI),2014,05,39202,2014_05
1447,Antietam_NB_(ANTI),2013,05,44650,2013_05
1448,Apostle_Islands_NL_(APIS),2016,05,9862,2016_05
1449,Apostle_Islands_NL_(APIS),2015,05,5908,2015_05
1450,Apostle_Islands_NL_(APIS),2014,05,7972,2014_05
1451,Apostle_Islands_NL_(APIS),2013,05,6513,2013_05
1452,Appomattox_Court_House_NHP_(APCO),2016,05,33602,2016_05
1453,Appomattox_Court_House_NHP_(APCO),2015,05,45075,2015_05
